customerid,churn,age,gender,tenure,numofproducts,estimatedsalary
720096558,0,55,Female,42,5,40000
719580033,0,54,Male,43,4,70000
820582308,0,42,Male,37,6,100000
789973308,0,44,Male,35,3,70000
712876233,0,53,Male,36,5,100000
804595158,0,44,Female,36,6,40000
714826758,0,37,Female,29,4,40000
779058108,0,49,Male,30,6,70000
710790258,0,47,Male,38,6,100000
715623483,0,47,Male,37,4,70000
715156383,0,44,Male,36,6,120000
711013983,1,55,Female,45,2,50000
755420433,0,59,Female,52,2,0
794543958,0,53,Male,35,5,100000
716396358,0,52,Male,47,5,70000
715398033,0,53,Male,35,4,120000
711743883,0,43,Female,35,5,40000
719720058,0,44,Male,31,4,70000
778992108,0,57,Male,45,5,120000
717539808,0,51,Female,36,3,40000
714070758,0,49,Male,38,4,100000
714107958,0,45,Male,36,4,50000
789140283,0,53,Male,42,5,100000
715550508,0,45,Female,28,5,0
719712633,0,64,Male,52,6,40000
772629333,0,45,Male,35,5,50000
720336708,0,53,Male,35,5,50000
802013583,0,56,Male,50,3,120000
711887583,1,47,Male,37,2,100000
714778833,0,49,Female,43,4,0
713843283,0,41,Female,34,5,0
779155158,0,53,Male,34,6,120000
721091583,0,44,Female,32,3,40000
713572683,0,44,Male,25,3,70000
716657058,0,43,Female,33,2,40000
779509983,0,53,Male,36,6,120000
717929133,0,44,Male,36,5,70000
808284783,0,62,Female,56,6,40000
708476808,0,54,Male,36,6,120000
710916408,0,57,Male,39,4,70000
708492558,0,42,Male,36,5,70000
799825758,0,42,Male,36,5,70000
718619883,0,54,Female,36,2,40000
711844758,0,48,Male,35,6,100000
714798783,0,49,Male,36,6,100000
826762908,0,52,Male,48,3,100000
771894558,0,50,Male,39,4,100000
721074183,0,49,Male,36,4,70000
715259583,0,53,Female,44,3,40000
718414008,0,50,Male,36,3,120000
719666283,0,55,Female,36,4,40000
714877233,0,53,Male,47,3,100000
785387883,0,47,Female,41,4,50000
771075258,0,55,Male,42,2,120000
711318033,0,47,Male,36,4,70000
783554958,0,58,Male,52,6,120000
720201033,1,53,Male,41,3,100000
718039683,0,52,Male,45,3,50000
710806083,0,50,Female,36,4,40000
714752208,0,42,Female,36,5,40000
822063408,0,43,Male,39,5,50000
714490308,0,57,Male,46,3,100000
713356833,0,52,Male,43,3,100000
711402333,0,47,Male,37,2,40000
708296883,0,44,Female,38,3,50000
719154483,0,53,Male,36,5,70000
717721458,0,45,Male,40,5,70000
711112683,0,63,Female,36,6,0
715674483,0,39,Female,27,4,40000
789322833,1,48,Female,38,1,40000
789968058,0,51,Male,42,6,120000
709919283,0,54,Male,34,2,100000
718744008,0,59,Female,36,3,40000
767712558,1,59,Male,53,2,70000
712950783,1,48,Female,38,3,40000
716104983,0,41,Female,32,6,40000
818839983,0,55,Male,50,3,120000
772288758,0,47,Female,36,4,0
712350858,0,41,Male,24,4,100000
711009708,0,40,Male,28,5,100000
712720158,0,68,Male,56,5,0
712215258,0,50,Female,31,2,50000
773827008,0,47,Male,41,6,70000
795232683,0,53,Female,47,4,40000
713786508,0,42,Female,36,3,50000
713539833,0,48,Female,38,6,50000
712454058,0,49,Male,38,6,120000
718759833,0,44,Female,35,4,0
718803333,0,43,Female,34,2,40000
720253908,0,56,Male,43,5,100000
714133158,0,59,Female,36,2,0
713187033,0,46,Male,36,3,70000
714791208,0,47,Female,41,6,40000
772426383,0,50,Female,40,5,50000
710975883,0,51,Female,43,3,40000
714264408,0,47,Female,36,4,40000
715827858,0,58,Female,47,3,40000
713741358,1,46,Male,33,6,100000
709531908,0,53,Male,47,5,70000
716493408,0,45,Female,36,4,0
714141108,0,52,Female,45,6,40000
708953883,1,53,Male,36,2,100000
712608783,0,50,Male,45,3,100000
820353558,0,41,Female,36,4,50000
714964758,0,45,Female,36,5,50000
716264358,0,53,Male,42,2,100000
717296808,0,67,Female,56,4,40000
712977183,0,57,Female,36,6,50000
710829108,0,59,Female,36,4,50000
779562633,0,45,Male,34,3,50000
715315833,0,51,Male,36,6,100000
815500983,0,59,Female,54,5,40000
719360583,0,53,Male,45,6,70000
709701558,0,47,Male,36,2,70000
721148358,0,49,Female,38,6,0
779862408,0,49,Male,33,3,100000
812627208,0,60,Female,55,5,40000
711033408,0,50,Female,36,5,40000
779956608,0,41,Female,31,6,0
780376683,0,57,Male,47,5,100000
717912483,0,43,Male,27,5,100000
714454758,0,57,Female,47,4,40000
780466533,0,54,Male,41,3,120000
715735233,0,51,Female,44,5,40000
720476733,0,47,Female,34,2,40000
715872333,0,41,Male,36,3,120000
712375758,0,53,Male,43,3,100000
708868233,1,68,Male,52,1,40000
718030083,0,59,Male,36,4,70000
720707283,0,48,Male,36,5,100000
771698658,0,44,Male,32,4,70000
748326258,0,48,Male,41,4,100000
770817783,0,47,Male,33,3,70000
779353083,0,47,Male,32,4,70000
711441333,0,43,Female,35,3,40000
719808558,1,55,Female,43,2,40000
711551958,1,59,Male,46,3,70000
809164083,0,63,Male,56,2,50000
820596183,0,58,Male,53,2,120000
715999608,0,53,Female,36,4,40000
710565408,0,59,Male,40,3,100000
805543158,0,52,Male,47,5,120000
709752183,0,48,Male,36,4,70000
716479233,0,43,Male,36,5,50000
713837058,0,48,Male,36,3,40000
718876683,0,43,Female,31,5,40000
770746908,0,44,Male,30,5,70000
794843883,0,41,Male,35,6,100000
803043933,0,44,Female,38,4,40000
758076408,0,50,Male,43,2,50000
714606558,0,60,Female,36,5,40000
778425408,0,44,Male,24,5,100000
714171108,0,48,Female,39,6,50000
719662458,0,44,Female,27,5,40000
713137233,0,41,Male,28,4,100000
769425858,0,45,Male,32,4,70000
711297483,0,47,Female,34,6,40000
788900883,0,51,Female,36,3,40000
758348808,0,51,Male,44,4,120000
772336458,1,60,Female,50,4,50000
708711483,0,57,Male,46,2,100000
717906783,0,41,Male,29,5,120000
719437908,0,44,Male,36,6,100000
769433508,0,43,Male,37,6,70000
790096533,0,55,Male,48,4,70000
720997383,1,52,Male,36,2,100000
787541883,0,44,Male,33,3,100000
709930758,0,41,Male,30,5,50000
789830058,0,44,Male,34,4,100000
710299608,1,53,Female,33,2,40000
710741208,0,39,Male,36,4,100000
821797008,1,49,Male,45,2,50000
708874533,1,45,Female,36,1,40000
715341858,0,54,Male,46,6,100000
793636308,0,49,Male,43,2,100000
713779908,0,46,Female,36,6,0
712125258,1,46,Male,30,3,120000
709703433,0,47,Male,38,4,70000
721022433,0,44,Male,36,5,70000
710103558,0,50,Male,31,4,120000
715952883,0,73,Male,36,5,50000
719731458,0,56,Male,46,6,50000
772390908,1,59,Male,48,2,50000
787348608,0,70,Male,56,3,40000
709485033,0,55,Female,36,4,40000
715432608,0,43,Male,36,4,70000
799471833,0,45,Male,39,4,120000
714187533,0,45,Female,35,2,50000
779656908,0,40,Male,23,6,50000
788950158,0,36,Male,22,2,100000
778867533,1,59,Female,40,1,50000
710620383,0,43,Male,35,6,70000
778661358,0,46,Female,36,2,40000
789483333,0,41,Male,32,5,50000
809855808,0,51,Female,46,5,40000
718464258,0,51,Female,25,2,40000
708528483,0,43,Female,23,6,0
771809733,1,64,Female,53,1,50000
719942883,0,54,Male,38,3,70000
807226683,0,48,Male,43,6,50000
717806133,0,40,Male,29,5,70000
720615708,0,57,Male,45,6,50000
714511758,0,45,Male,40,4,100000
715050408,0,41,Male,36,4,100000
721132233,0,42,Female,31,2,40000
719211558,1,45,Male,36,1,70000
712069008,0,42,Female,23,4,40000
715996983,0,47,Male,30,5,100000
773466258,0,48,Female,42,3,50000
798983508,0,43,Male,37,4,100000
719117433,0,41,Male,36,4,100000
716451183,0,54,Female,44,5,50000
718621608,1,54,Female,44,3,0
715085733,0,61,Male,52,3,50000
788977833,0,61,Male,48,2,100000
720272958,1,48,Male,36,3,120000
708421833,0,45,Female,36,6,40000
709173108,1,54,Female,40,6,0
709879458,0,54,Female,46,2,0
715120608,0,44,Male,37,2,70000
770632758,0,50,Female,36,2,0
779078733,0,55,Male,36,3,70000
771742533,0,48,Male,36,5,50000
720250158,0,45,Male,33,6,70000
716458983,0,60,Male,36,5,50000
713747733,0,55,Male,47,5,50000
712270158,0,62,Female,52,5,50000
789562383,0,38,Female,30,2,40000
754897008,0,46,Male,39,2,50000
819700533,0,50,Male,45,5,120000
712890408,0,45,Male,36,5,70000
720248208,0,47,Male,37,6,70000
779749908,0,48,Male,33,2,70000
717401883,0,35,Male,22,5,70000
721509558,0,51,Male,42,3,120000
710572458,0,36,Female,24,4,0
714576183,0,47,Male,36,6,100000
721425558,0,52,Male,37,2,120000
711109908,0,43,Female,36,2,40000
715203108,0,63,Male,36,2,50000
710027508,0,61,Male,54,3,70000
787464408,0,53,Male,40,5,70000
783542133,0,53,Female,47,5,40000
708330858,1,57,Male,38,2,120000
714426783,0,38,Female,31,2,0
712701333,0,53,Male,43,5,70000
709494483,0,63,Female,54,4,40000
773373108,0,49,Female,43,4,40000
715812258,0,45,Male,34,5,100000
778286433,0,67,Male,56,4,50000
789270033,0,48,Male,37,3,100000
711569433,0,51,Female,38,4,40000
720214833,0,52,Male,40,3,100000
709346133,0,55,Female,35,3,0
788194458,0,34,Male,26,4,70000
720779733,0,56,Male,36,3,120000
717424458,0,44,Female,36,3,40000
708820308,0,47,Male,36,6,100000
710558058,0,46,Female,38,4,40000
770590758,0,43,Female,29,5,50000
718490658,0,50,Female,36,4,40000
711985833,0,38,Female,30,4,40000
708967608,0,53,Female,45,3,40000
718505958,0,43,Male,31,5,120000
715024233,0,53,Male,36,6,120000
779249583,0,56,Female,38,4,40000
709278258,1,54,Male,44,4,50000
778928283,0,57,Female,39,3,40000
712299858,0,62,Male,53,5,40000
799224108,0,46,Female,40,5,40000
809976033,0,49,Male,44,6,70000
716203308,0,52,Male,42,6,100000
714871683,1,58,Male,36,2,50000
716139933,0,54,Male,36,3,100000
716984658,0,49,Male,39,3,120000
713086008,0,58,Female,47,6,40000
713773458,0,52,Male,45,5,70000
719242533,0,41,Male,33,5,70000
772712658,0,62,Female,50,5,40000
788868858,0,54,Male,39,4,40000
811898133,0,40,Female,35,3,40000
788808633,0,43,Male,26,5,100000
779804208,0,53,Female,42,6,50000
781391058,0,55,Male,49,6,50000
790134408,0,46,Male,39,6,70000
788853258,0,41,Male,25,3,70000
711857733,0,49,Male,32,3,70000
822969858,0,61,Female,56,4,0
719554758,0,46,Male,38,6,100000
711643458,0,50,Female,43,6,40000
788830683,0,40,Male,24,5,100000
807030858,0,51,Male,46,6,120000
793059108,0,50,Female,44,6,50000
716568708,0,47,Female,36,6,40000
828281733,0,43,Male,39,3,120000
717229158,0,36,Female,36,6,50000
715915458,0,47,Female,34,5,40000
819129858,0,46,Female,41,5,40000
713441958,0,46,Male,36,5,120000
719091333,0,52,Male,36,3,70000
708666258,0,43,Male,36,5,50000
714914583,0,40,Female,27,6,40000
714363858,0,54,Female,36,3,40000
721347408,0,55,Female,43,4,40000
809608533,0,49,Female,44,6,0
772047183,0,45,Male,34,6,50000
714217908,0,49,Male,41,5,50000
714819183,0,63,Male,36,5,100000
716455683,0,40,Female,36,3,40000
710865633,0,41,Female,33,4,40000
752952108,0,37,Male,26,6,100000
712595433,0,58,Male,49,6,120000
714982383,0,55,Male,36,4,70000
813814008,0,53,Female,48,6,40000
794545983,0,57,Male,40,3,100000
708288108,1,43,Male,30,2,100000
715585158,0,58,Male,46,3,70000
810449883,0,64,Male,56,6,40000
789863208,0,54,Female,44,3,40000
715022133,0,53,Male,47,6,70000
712506708,0,39,Female,25,6,40000
715699983,0,56,Male,36,5,70000
818942433,0,54,Female,49,6,40000
712459233,0,59,Female,46,5,50000
716545383,0,42,Male,36,3,50000
721144383,0,42,Male,28,5,70000
821837958,0,43,Male,39,3,100000
804359133,0,55,Male,49,5,120000
713308683,0,52,Male,37,5,100000
788780958,0,46,Male,27,6,50000
717354558,1,57,Male,40,3,120000
798473808,0,48,Male,42,3,100000
712372158,0,45,Male,33,6,120000
715192308,0,48,Male,36,6,120000
708813033,0,47,Male,36,5,50000
714639783,1,42,Male,34,3,70000
709311633,0,41,Male,36,6,70000
709470858,0,51,Male,31,5,120000
717292758,0,55,Female,47,5,40000
779241783,0,67,Male,49,4,50000
715205358,0,39,Male,31,4,70000
778871508,0,54,Male,35,6,70000
779462433,0,55,Female,37,3,40000
710147958,0,47,Male,36,3,50000
709864833,0,49,Male,38,3,70000
778868958,1,42,Female,23,3,40000
717276708,0,57,Male,36,3,100000
710004933,0,44,Male,36,3,70000
753606108,0,56,Male,49,3,70000
710940183,1,49,Female,38,6,40000
718927533,0,45,Male,32,5,100000
719337408,0,63,Male,36,6,70000
772308408,0,44,Male,33,6,100000
712981383,0,44,Female,37,3,40000
790099758,0,40,Male,33,4,50000
709547658,1,39,Male,36,5,70000
778770783,0,42,Male,30,6,100000
713134458,0,54,Male,43,4,120000
712159083,1,58,Female,46,2,40000
713639958,0,46,Female,36,5,40000
771180033,0,47,Female,34,6,50000
717916758,0,67,Female,56,4,0
711089733,0,50,Female,36,3,40000
716988633,0,55,Male,46,6,70000
779031033,0,46,Female,22,6,50000
716302383,0,47,Female,36,3,50000
718281408,0,36,Female,25,3,50000
721333233,0,40,Male,34,4,70000
794496033,0,57,Male,38,6,100000
710519433,0,48,Male,36,3,100000
814995933,0,58,Female,53,5,40000
721469433,0,48,Male,36,5,50000
788386908,0,48,Male,41,3,100000
717198633,0,53,Female,34,6,50000
767695083,0,50,Male,44,3,100000
711791583,1,52,Female,40,1,40000
712315683,1,53,Female,45,1,40000
710038008,0,56,Female,47,3,50000
789129033,0,44,Male,32,5,100000
718349058,0,49,Male,39,3,100000
789842283,1,54,Male,42,3,70000
714513033,0,39,Female,36,6,50000
714717483,0,39,Female,29,5,0
714900408,0,41,Female,31,3,40000
719418933,1,53,Male,36,1,100000
720115683,0,47,Male,36,6,100000
779504058,0,46,Female,28,5,40000
795979833,0,53,Female,47,6,40000
717392358,0,60,Male,50,6,100000
718640508,0,59,Female,46,4,40000
803366358,0,38,Male,29,5,70000
709230708,0,56,Male,36,3,40000
781794708,1,35,Male,29,2,100000
801383808,0,50,Male,44,4,70000
710677608,0,53,Male,36,4,100000
708217758,0,63,Male,49,5,70000
714272658,1,43,Female,24,2,40000
717469158,0,46,Male,30,6,100000
711864783,0,61,Male,46,5,70000
719407983,0,37,Female,25,4,40000
710665533,0,42,Female,23,4,0
716804283,0,41,Male,29,3,120000
767294658,1,56,Male,50,2,120000
709122483,0,56,Male,37,3,70000
708241233,1,52,Female,47,3,40000
717860358,0,40,Female,36,5,50000
789337233,0,63,Male,53,6,50000
720902133,0,58,Male,46,4,50000
721043058,0,58,Male,44,5,70000
711870333,0,46,Male,36,6,100000
708398283,0,37,Female,29,5,50000
715878183,0,46,Male,35,4,100000
719451483,0,46,Female,37,5,40000
709110633,0,41,Male,29,5,100000
721059033,0,48,Female,40,4,50000
779912283,0,49,Female,33,5,50000
717701733,0,44,Male,35,3,100000
709913733,0,39,Female,36,4,40000
718768158,0,57,Male,48,3,50000
721375308,0,48,Male,36,5,100000
711374283,0,47,Male,42,4,100000
822893133,0,56,Female,52,6,0
778465533,0,54,Female,40,3,40000
712138983,0,54,Male,36,3,70000
716920908,0,52,Male,42,6,100000
708095133,0,43,Male,34,5,120000
711195558,0,59,Male,48,6,50000
772735758,0,44,Male,34,6,0
712024908,0,56,Female,36,6,40000
778239933,0,45,Female,35,6,0
714893733,0,55,Male,45,3,100000
754886958,0,48,Female,41,4,50000
710104908,0,56,Female,43,4,40000
710558883,0,41,Male,36,5,70000
713827383,0,65,Female,36,3,40000
720267033,0,34,Male,26,3,100000
712049208,0,56,Male,39,3,70000
708688608,0,62,Female,48,5,40000
716223708,1,45,Female,36,3,0
713217858,0,38,Female,32,5,40000
819352983,0,49,Male,44,5,120000
711019308,0,58,Male,45,3,70000
768600558,0,41,Female,31,4,50000
710202783,0,33,Male,13,3,70000
712899333,0,47,Female,37,6,40000
767036433,0,56,Female,49,5,40000
793473033,0,51,Male,45,3,70000
721232058,0,49,Male,41,6,50000
719443683,1,50,Male,39,3,120000
715449333,0,55,Female,47,5,50000
717998058,0,26,Male,13,6,40000
779610033,1,58,Male,47,3,100000
827332983,0,46,Male,42,3,100000
721183983,0,48,Male,31,6,120000
718426533,0,42,Male,32,4,70000
710698233,0,37,Male,28,4,100000
780253533,0,63,Female,49,5,40000
793581933,0,50,Male,44,4,50000
719229708,0,41,Female,31,6,50000
715158483,0,48,Female,40,3,40000
809296308,0,46,Male,41,4,100000
778176108,0,61,Male,51,4,70000
796532958,0,59,Female,53,4,40000
709345008,1,53,Female,39,1,0
717049533,0,39,Female,28,5,50000
719366358,0,51,Male,40,6,120000
721417233,1,45,Male,25,3,70000
711622683,0,48,Male,30,4,70000
714578283,0,47,Male,37,6,70000
769574883,0,41,Male,32,3,50000
717643608,0,48,Male,36,3,100000
709198158,0,50,Female,36,6,40000
712419708,0,56,Female,48,6,40000
709103358,0,39,Female,36,6,40000
716966808,0,47,Male,37,6,100000
772264383,0,44,Male,33,4,120000
721057758,0,61,Female,47,4,0
769137108,1,43,Female,37,3,40000
717640083,1,59,Male,36,3,70000
716445783,0,42,Female,31,4,0
708579633,0,40,Male,28,4,50000
718715583,0,65,Male,56,4,40000
778686408,0,48,Male,29,4,70000
715015683,0,44,Male,34,5,50000
805254708,0,36,Female,31,5,0
710462433,0,45,Male,30,6,70000
721342383,0,39,Male,34,6,100000
720179883,0,40,Male,25,3,100000
794977533,1,62,Male,56,3,70000
779445108,0,26,Male,13,6,50000
718193958,0,60,Male,53,5,40000
710955633,0,54,Female,42,6,40000
716149383,0,62,Male,36,6,70000
752604633,1,57,Male,50,2,50000
713889933,0,59,Male,48,4,50000
709446783,0,46,Male,38,3,70000
789115833,0,44,Male,32,5,70000
711242058,1,48,Male,36,1,100000
787623858,0,43,Male,24,4,120000
709040508,0,57,Male,38,6,120000
708864708,0,46,Male,36,4,100000
717758583,0,40,Male,36,4,70000
715416633,0,54,Male,36,4,100000
717956283,0,57,Female,48,5,50000
721379433,0,44,Male,28,6,70000
712027683,0,47,Female,35,3,40000
716027208,0,47,Male,36,4,70000
720475233,0,50,Female,43,6,40000
712275108,0,53,Female,33,4,50000
718121658,1,56,Male,44,5,70000
711593808,1,55,Male,46,2,70000
716222808,0,53,Female,36,6,40000
718731183,1,61,Male,49,1,50000
788779008,0,57,Male,38,3,70000
710404533,0,50,Male,37,6,100000
711173058,0,56,Female,45,4,0
715383108,0,52,Male,44,5,120000
711697158,0,60,Male,36,6,40000
709186983,0,49,Male,40,3,100000
808964433,0,46,Female,41,4,40000
711948333,0,42,Male,36,6,100000
710541858,0,45,Male,33,6,40000
713865333,1,45,Female,38,3,40000
797707008,1,44,Female,38,6,40000
713490483,0,61,Male,48,6,100000
720370533,1,55,Male,44,3,70000
779743908,0,44,Male,29,4,70000
718675158,1,55,Female,36,4,40000
710784333,0,57,Male,36,3,120000
816596583,0,45,Male,40,6,100000
717517758,0,57,Female,45,3,50000
712880283,0,31,Male,22,3,50000
753226158,0,34,Female,24,6,40000
720605808,1,53,Female,36,2,40000
758317233,0,35,Female,28,4,0
711028308,0,44,Female,36,4,40000
814852533,0,50,Male,45,3,100000
711526533,0,33,Male,25,4,100000
804403908,0,50,Male,45,4,70000
716999883,0,51,Male,41,5,100000
716452083,0,56,Female,46,5,40000
787599258,0,55,Female,29,6,40000
714495258,0,26,Male,36,4,40000
717713283,0,42,Female,33,6,40000
789317883,0,54,Male,44,4,100000
714500883,0,44,Female,36,4,0
789467508,0,65,Female,56,5,50000
710317758,0,38,Female,29,4,0
711231558,0,58,Male,40,6,70000
716829483,0,39,Female,28,4,50000
779713608,0,52,Male,36,5,120000
711628458,0,45,Female,31,4,40000
718943508,0,42,Male,33,3,100000
770724558,1,42,Male,28,6,70000
783561558,0,57,Male,51,4,120000
719309958,1,55,Male,35,4,100000
788785083,0,44,Female,25,6,40000
780481308,0,37,Female,24,3,0
711757383,0,50,Female,42,4,40000
787550808,0,51,Male,40,5,50000
779863533,0,37,Male,21,6,100000
714529233,0,36,Female,24,3,40000
708177333,0,51,Female,36,5,40000
812019933,0,65,Male,56,3,50000
708557358,0,43,Male,28,4,70000
713580633,0,46,Male,32,6,50000
711466533,0,43,Female,33,5,40000
802276683,0,56,Male,50,3,100000
780913308,0,43,Male,34,6,70000
808897683,1,53,Male,48,3,100000
719428308,0,50,Male,41,6,70000
713010483,0,43,Female,36,6,50000
717006333,0,54,Male,36,6,100000
787621158,0,33,Male,25,6,70000
716924058,0,58,Female,49,3,50000
720916683,0,41,Male,26,4,100000
720923658,0,48,Male,39,5,70000
712710708,0,55,Male,36,5,50000
718939083,1,54,Female,45,3,40000
779519058,0,51,Female,34,3,0
719085933,0,35,Male,24,4,100000
715124958,0,50,Male,36,5,100000
712979133,1,55,Male,41,2,100000
712006308,0,45,Female,35,6,40000
710801133,0,34,Male,36,6,70000
712490283,0,55,Female,41,4,50000
720071583,1,48,Female,36,5,40000
717958833,0,46,Male,35,5,70000
812420358,1,61,Female,56,3,40000
712370208,0,48,Male,35,3,70000
715940358,0,51,Female,42,6,40000
715041333,0,39,Male,29,3,70000
712797258,0,43,Male,33,3,120000
769170558,0,53,Male,47,6,70000
715884858,0,38,Male,36,5,100000
796343058,0,49,Female,43,4,40000
783910008,0,37,Female,31,5,40000
718888308,0,53,Male,36,4,100000
785114808,0,46,Male,40,4,50000
709852908,0,44,Female,36,5,40000
823528833,0,50,Female,46,4,40000
719679858,0,58,Female,47,3,50000
827108583,0,55,Male,51,3,120000
787833333,0,44,Male,35,6,100000
719781183,0,57,Male,38,4,100000
710429358,0,57,Male,48,5,50000
798792408,1,48,Male,42,1,100000
710280558,0,51,Male,39,3,70000
809825358,0,53,Female,48,6,40000
714451833,0,45,Female,36,6,40000
713943783,0,41,Male,32,5,70000
710706558,0,51,Female,42,3,40000
713620308,0,46,Female,35,6,40000
813453408,0,40,Female,35,3,40000
818248383,0,33,Male,28,3,70000
780106908,0,53,Male,38,6,100000
708938508,0,63,Male,36,5,50000
709671708,0,61,Male,36,4,100000
711204483,1,56,Male,46,3,70000
801728658,0,53,Male,47,6,70000
713945883,1,62,Female,52,4,40000
779558733,0,50,Female,36,6,0
788370258,0,37,Male,30,5,70000
714927333,0,62,Female,52,6,0
710383158,0,49,Male,41,4,100000
798007308,0,57,Female,51,6,0
711768858,0,55,Male,36,3,100000
714888633,0,50,Male,42,3,100000
712650333,0,48,Male,37,3,70000
719945433,0,60,Female,48,3,50000
720310458,0,46,Male,32,5,120000
718344033,0,47,Male,35,4,120000
715442958,0,54,Male,36,3,70000
780326883,0,53,Male,40,3,70000
711157833,0,56,Female,36,4,50000
719704308,0,56,Female,36,5,50000
708772308,0,41,Male,24,4,100000
817663908,0,60,Female,42,5,50000
780054258,0,40,Male,25,6,50000
709990983,0,49,Female,36,6,50000
818045958,0,46,Male,41,5,50000
716380683,0,36,Female,36,6,40000
787480158,0,57,Female,45,4,40000
778461408,0,38,Male,23,4,100000
713861733,0,50,Male,36,4,100000
789291633,0,62,Male,51,3,70000
789513858,1,43,Male,35,2,50000
778357458,0,44,Female,24,4,40000
718325883,0,39,Male,32,6,50000
720344658,0,38,Male,23,4,100000
809292483,0,44,Female,39,4,40000
779791008,0,43,Male,32,6,100000
779557533,0,54,Male,40,6,100000
795904233,0,38,Female,32,5,0
710573808,0,55,Male,36,6,70000
717418158,0,42,Male,36,4,120000
771963708,1,56,Male,45,5,70000
712433508,1,59,Female,50,3,0
779320983,0,46,Male,28,4,100000
718093233,0,55,Female,45,3,40000
719459358,0,52,Male,41,4,120000
717728808,0,39,Female,26,3,40000
788701608,0,42,Female,26,5,40000
778506633,1,43,Female,23,6,40000
719989008,0,47,Female,36,5,0
791839233,0,42,Female,36,5,0
716918508,0,39,Male,24,4,50000
717321783,0,50,Male,45,5,70000
799000008,0,57,Male,51,4,120000
721517208,0,41,Male,30,4,40000
719068683,0,52,Female,36,5,50000
709120008,0,43,Male,36,4,70000
709117533,0,42,Male,36,4,100000
816594183,0,58,Female,53,6,50000
789485433,0,42,Male,34,3,100000
712881483,0,55,Male,45,5,100000
712689333,0,38,Male,28,4,100000
771492408,0,40,Female,28,3,40000
711668283,0,48,Male,37,5,100000
772684833,0,32,Female,22,3,40000
712960308,0,33,Female,36,4,40000
713530833,1,58,Male,48,2,50000
756065433,0,26,Male,19,5,50000
710997183,0,46,Male,36,3,70000
711146358,0,39,Female,29,4,0
716144058,0,36,Female,25,6,50000
778699908,1,43,Male,24,2,70000
713571258,0,45,Male,26,6,70000
711676908,0,51,Female,36,3,0
719315508,0,62,Female,36,4,50000
778623858,0,58,Male,38,6,100000
714665733,0,42,Male,36,5,70000
816089433,0,49,Male,44,3,70000
716991933,1,53,Female,35,6,40000
714534108,0,45,Female,36,4,50000
787456608,0,29,Male,15,6,100000
717090183,0,60,Male,50,6,120000
772782708,0,50,Male,40,5,100000
710722908,0,53,Male,36,3,120000
795155433,0,45,Male,38,6,100000
715271733,0,50,Female,37,3,40000
771706308,0,46,Male,34,4,100000
713989233,0,61,Male,53,6,0
780198258,0,46,Male,36,5,120000
802002858,1,62,Female,56,2,0
716290233,0,43,Female,33,6,50000
